step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
228,CASH_OUT,185155.21,C1093200704,0.0,0.0,C1614666905,210521.45,395676.66,0,0
211,TRANSFER,637811.23,C1815468346,273687.0,0.0,C1627880642,13058.03,650869.26,0,0
237,CASH_OUT,223621.07,C1308555353,12387.0,0.0,C949150935,4015.39,227636.46,0,0
522,CASH_OUT,39470.11,C1264258809,67214.0,27743.89,C1283572162,0.0,39470.11,0,0
19,PAYMENT,11043.27,C47093566,0.0,0.0,M499044804,0.0,0.0,0,0
256,PAYMENT,6427.51,C158501114,0.0,0.0,M2123428109,0.0,0.0,0,0
136,TRANSFER,206516.9,C1389719424,0.0,0.0,C1558281279,1030331.49,1236848.38,0,0
129,CASH_OUT,133796.17,C318200951,0.0,0.0,C2046542498,3840517.81,3974313.98,0,0
257,PAYMENT,1842.21,C384666535,985.01,0.0,M491081029,0.0,0.0,0,0
331,CASH_IN,146042.46,C242017302,748.0,146790.46,C822269129,178747.01,32704.56,0,0
282,CASH_OUT,102833.91,C1291491319,5517.0,0.0,C28430008,31121.66,133955.57,0,0
379,CASH_IN,391728.27,C639494513,7503165.73,7894894.0,C1706958394,630442.3,238714.03,0,0
332,CASH_OUT,56369.23,C46835701,0.0,0.0,C1601074977,321073.83,377443.05,0,0
182,PAYMENT,20896.74,C1022567581,30207.31,9310.57,M1281081666,0.0,0.0,0,0
155,CASH_OUT,119473.34,C775229700,0.0,0.0,C448770021,207605.91,327079.26,0,0
157,PAYMENT,11206.76,C880919507,0.0,0.0,M1926633707,0.0,0.0,0,0
251,CASH_OUT,644750.29,C1163556773,54040.0,0.0,C214144860,0.0,644750.29,0,0
297,CASH_OUT,228394.29,C457664669,0.0,0.0,C1149494540,7359372.59,7580255.95,0,0
141,CASH_OUT,45892.12,C2008865762,0.0,0.0,C1859764382,3969084.53,4014976.65,0,0
155,CASH_IN,544051.42,C1855223388,1677878.08,2221929.5,C30693190,3491158.11,2947106.69,0,0
231,CASH_IN,436634.98,C755818128,8925187.99,9361822.96,C576643509,3751414.85,3314779.87,0,0
184,CASH_OUT,57547.55,C612538619,0.0,0.0,C981542429,957203.97,1014751.52,0,0
231,CASH_OUT,496206.47,C385286781,6217.0,0.0,C989670935,10516477.05,11012683.51,0,0
41,CASH_IN,60173.19,C305230514,34602.0,94775.19,C1983291679,103683.29,43510.1,0,0
234,CASH_OUT,175284.97,C898854348,10584.0,0.0,C1827105599,0.0,175284.97,0,0
131,CASH_OUT,333401.74,C1084318318,0.0,0.0,C1781090157,10853764.16,11187165.9,0,0
397,PAYMENT,25098.68,C305142254,31278.0,6179.32,M165237554,0.0,0.0,0,0
273,CASH_OUT,80753.46,C209983525,0.0,0.0,C446056713,973076.12,1053829.58,0,0
274,CASH_OUT,341368.04,C68839586,0.0,0.0,C174789259,644212.54,985580.58,0,0
153,CASH_OUT,265643.47,C593997235,0.0,0.0,C1085922461,1539114.95,1862231.87,0,0
11,CASH_IN,64393.64,C1226182443,1222133.56,1286527.21,C261489134,338242.81,273849.16,0,0
372,CASH_OUT,150954.16,C1466778300,0.0,0.0,C349766947,630996.88,781951.04,0,0
322,TRANSFER,2362310.22,C1392397204,20309.0,0.0,C1741700493,5385440.95,7747751.16,0,0
186,CASH_OUT,72026.55,C1156677583,15125.0,0.0,C876750285,738695.34,810721.89,0,0
249,PAYMENT,2254.24,C1061105879,0.0,0.0,M931989942,0.0,0.0,0,0
14,TRANSFER,850201.16,C1578051615,0.0,0.0,C1940881107,1550041.54,3391084.32,0,0
260,PAYMENT,5088.68,C1453912492,10414.0,5325.32,M665099121,0.0,0.0,0,0
227,CASH_IN,53874.12,C260865354,6139507.25,6193381.38,C128227069,950495.21,896621.09,0,0
184,PAYMENT,9484.72,C656658326,25343.0,15858.28,M1113159075,0.0,0.0,0,0
310,CASH_OUT,123582.95,C299372303,4559.0,0.0,C734207537,2429.58,126012.53,0,0
395,PAYMENT,11153.6,C871297532,543.0,0.0,M1400610780,0.0,0.0,0,0
370,CASH_OUT,69380.57,C704881138,24616.0,0.0,C421862227,502128.2,571508.77,0,0
351,CASH_OUT,172164.93,C1942393658,7946.41,0.0,C740411740,257523.37,429688.29,0,0
330,CASH_OUT,305875.18,C797240675,0.0,0.0,C1386785907,2215889.34,2521764.52,0,0
187,CASH_OUT,372310.98,C698437687,496340.0,124029.02,C453898501,6911517.98,7283828.96,0,0
40,CASH_IN,409705.52,C1877975258,11859.0,421564.52,C1119868453,1223216.19,813510.67,0,0
308,PAYMENT,4853.79,C1723735679,0.0,0.0,M1929307670,0.0,0.0,0,0
263,CASH_IN,390988.32,C518488181,559686.67,950674.99,C708006106,900626.26,509637.94,0,0
155,TRANSFER,671497.92,C446257596,0.0,0.0,C680695681,678207.55,1349705.47,0,0
132,PAYMENT,15651.61,C1430501640,0.0,0.0,M931475869,0.0,0.0,0,0
233,PAYMENT,8535.52,C918304235,5034.0,0.0,M1347653676,0.0,0.0,0,0
43,CASH_OUT,16899.9,C470349654,0.0,0.0,C1620772527,106741.0,107113.89,0,0
181,CASH_OUT,70291.99,C1735787810,0.0,0.0,C809095140,961418.99,1343393.61,0,0
40,CASH_OUT,253294.8,C972508473,0.0,0.0,C497764324,473049.24,726344.04,0,0
134,PAYMENT,19811.83,C593646026,0.0,0.0,M656911224,0.0,0.0,0,0
380,PAYMENT,52297.01,C1464923559,0.0,0.0,M958427830,0.0,0.0,0,0
322,PAYMENT,16170.03,C1760957465,16510.73,340.7,M1676971482,0.0,0.0,0,0
181,CASH_OUT,164185.92,C1281291188,100397.0,0.0,C443899539,13204.38,177390.3,0,0
253,CASH_OUT,96814.92,C876549511,0.0,0.0,C1459593753,1607329.85,1704144.76,0,0
305,CASH_OUT,131958.6,C496545628,381689.4,249730.81,C1576036401,3163601.87,3295560.47,0,0
40,PAYMENT,1466.37,C1088325385,134816.19,133349.82,M755898122,0.0,0.0,0,0
229,CASH_OUT,120734.78,C782097890,0.0,0.0,C1165140281,6810863.0,6931597.78,0,0
13,CASH_OUT,294038.91,C666966737,0.0,0.0,C1701364031,1091055.38,1385094.29,0,0
284,CASH_IN,94844.23,C2099438102,23939.0,118783.23,C14525897,354030.56,259186.34,0,0
211,CASH_OUT,27316.67,C24789047,161859.0,134542.33,C423831225,0.0,27316.67,0,0
41,CASH_OUT,425400.13,C1103353934,150698.0,0.0,C745359410,949156.53,1648939.92,0,0
42,PAYMENT,2309.99,C344791033,19451.93,17141.94,M1759923458,0.0,0.0,0,0
138,TRANSFER,444551.19,C2105093764,0.0,0.0,C1307826230,3278432.08,3722983.27,0,0
163,PAYMENT,2547.49,C689286464,0.0,0.0,M1447101228,0.0,0.0,0,0
522,DEBIT,788.89,C1103593710,47119.04,46330.15,C2118689464,611790.25,612579.14,0,0
20,PAYMENT,7154.33,C42358462,13275.0,6120.67,M1066040681,0.0,0.0,0,0
156,PAYMENT,781.7,C574564988,0.0,0.0,M1594434995,0.0,0.0,0,0
45,TRANSFER,714246.56,C914603201,0.0,0.0,C1568715360,2273736.7,2987983.26,0,0
255,PAYMENT,16314.86,C845099761,54257.84,37942.99,M913834802,0.0,0.0,0,0
157,CASH_OUT,65641.58,C562084189,0.0,0.0,C1361218157,721928.21,787569.79,0,0
302,TRANSFER,1656507.51,C874536517,7018.0,0.0,C478079354,176133.3,1832640.81,0,0
399,CASH_OUT,338503.76,C95427914,0.0,0.0,C1906425270,3394107.37,3732611.13,0,0
157,CASH_OUT,263453.47,C1748551260,102126.0,0.0,C786946845,8886064.54,9149518.01,0,0
229,CASH_OUT,186762.99,C1326994743,0.0,0.0,C1155435075,1176201.38,1362964.37,0,0
137,CASH_IN,78221.96,C441547025,3329901.64,3408123.6,C114730398,5641738.94,5563516.98,0,0
34,PAYMENT,26382.78,C7390440,68067.0,41684.22,M186141042,0.0,0.0,0,0
250,CASH_IN,269539.24,C137607506,0.0,269539.24,C210166610,480310.68,210771.44,0,0
143,PAYMENT,5103.7,C1238024156,9365.0,4261.3,M746107271,0.0,0.0,0,0
525,PAYMENT,37961.2,C929265793,0.0,0.0,M845770583,0.0,0.0,0,0
203,PAYMENT,14734.97,C343034665,153897.13,139162.16,M1314526200,0.0,0.0,0,0
205,CASH_IN,125422.37,C1349254506,34856.13,160278.49,C1451959899,0.0,0.0,0,0
16,CASH_IN,90269.81,C124557167,16718.0,106987.81,C581968038,0.0,0.0,0,0
13,PAYMENT,4984.11,C1322366301,0.0,0.0,M547479577,0.0,0.0,0,0
44,TRANSFER,108201.95,C912732815,398458.0,290256.05,C2125686014,39522.25,147724.2,0,0
375,PAYMENT,18410.34,C606020203,279413.1,261002.77,M735854160,0.0,0.0,0,0
177,PAYMENT,22196.81,C752715480,431201.95,409005.14,M308234411,0.0,0.0,0,0
96,PAYMENT,1004.94,C2006364754,69717.0,68712.06,M1140383588,0.0,0.0,0,0
130,PAYMENT,14800.4,C1104935498,0.0,0.0,M2027639620,0.0,0.0,0,0
135,PAYMENT,6602.41,C2058765086,0.0,0.0,M626597654,0.0,0.0,0,0
202,PAYMENT,9255.79,C1075191718,0.0,0.0,M2039888318,0.0,0.0,0,0
407,CASH_IN,292622.47,C92009099,10855359.0,11147981.47,C1893345841,490709.28,198086.81,0,0
37,PAYMENT,3445.39,C1389039309,130465.75,127020.36,M118213582,0.0,0.0,0,0
252,PAYMENT,54687.7,C1309710788,13179.0,0.0,M2107796034,0.0,0.0,0,0
165,CASH_IN,151680.67,C204120142,905355.92,1057036.59,C524793924,183380.88,31700.21,0,0
157,CASH_IN,335639.17,C1363417191,6045.0,341684.17,C747886585,0.0,0.0,0,0
255,PAYMENT,22238.8,C679336914,0.0,0.0,M613272760,0.0,0.0,0,0
396,CASH_OUT,250533.13,C1338683543,34685.0,0.0,C1390482743,0.0,250533.13,0,0
259,PAYMENT,7439.49,C1969702071,82469.94,75030.45,M372029067,0.0,0.0,0,0
549,PAYMENT,15369.48,C1858991344,0.0,0.0,M1505270921,0.0,0.0,0,0
400,CASH_IN,133318.67,C1661920591,5274663.74,5407982.41,C214266531,520954.27,387635.6,0,0
325,CASH_OUT,91347.36,C22727708,0.0,0.0,C1875507416,1187285.56,1383888.13,0,0
303,CASH_OUT,103411.06,C1768522895,4931.0,0.0,C950910855,2042926.33,2146337.38,0,0
163,CASH_OUT,296012.28,C1547147430,0.0,0.0,C692921734,9240691.96,9536704.24,0,0
303,CASH_IN,186076.18,C1783850977,5889.0,191965.18,C1030211012,163304.71,0.0,0,0
139,CASH_OUT,46318.6,C382886482,199069.0,152750.4,C1629339780,189818.13,236136.73,0,0
254,PAYMENT,7580.67,C1088222929,5520.83,0.0,M1673687468,0.0,0.0,0,0
306,PAYMENT,16469.31,C1216795167,138934.46,122465.15,M799763605,0.0,0.0,0,0
179,CASH_OUT,122138.51,C403813279,99243.0,0.0,C106827509,343995.92,748493.84,0,0
303,CASH_OUT,289712.64,C1470911731,6684.0,0.0,C1808309177,0.0,289712.64,0,0
346,PAYMENT,15780.64,C1674816707,151467.72,135687.09,M1805623387,0.0,0.0,0,0
301,TRANSFER,16979.98,C508490608,0.0,0.0,C782860253,347582.76,364562.74,0,0
353,CASH_OUT,214654.97,C418026238,0.0,0.0,C548025730,4603588.48,4818243.46,0,0
352,PAYMENT,12268.59,C83323584,418845.38,406576.79,M566703721,0.0,0.0,0,0
305,CASH_OUT,15580.49,C355889208,0.0,0.0,C1010354208,3887789.19,3903369.68,0,0
18,CASH_OUT,272532.48,C1844990446,11680.0,0.0,C1771936820,20613.0,37426.64,0,0
351,CASH_IN,301407.24,C173884170,6134391.24,6435798.48,C2140788335,843162.68,541755.44,0,0
394,CASH_OUT,47702.93,C1582023971,23102.0,0.0,C1239072332,2691631.47,2739334.4,0,0
140,PAYMENT,13673.14,C824386396,124666.0,110992.86,M1605170540,0.0,0.0,0,0
587,TRANSFER,1867662.04,C1769583348,312709.0,0.0,C152421256,896448.72,2764110.77,0,0
15,CASH_IN,2058.96,C1716506166,8195920.19,8197979.16,C1786037431,206630.86,204571.9,0,0
687,TRANSFER,1090949.65,C283699312,0.0,0.0,C567756386,2348163.02,3439112.67,0,0
165,PAYMENT,8012.12,C555859565,39817.0,31804.88,M1558657664,0.0,0.0,0,0
134,CASH_OUT,8659.69,C1186852408,0.0,0.0,C619979126,600526.18,609185.87,0,0
393,TRANSFER,266793.9,C1336377862,0.0,0.0,C50060430,4185749.99,4452543.89,0,0
45,TRANSFER,47204.85,C385843101,0.0,0.0,C1770233354,758643.56,805848.41,0,0
181,CASH_OUT,329091.32,C838679372,41578.0,0.0,C1524618218,2216514.12,2545605.44,0,0
187,CASH_IN,299870.86,C238634324,72485.0,372355.86,C186116290,0.0,0.0,0,0
182,CASH_OUT,55491.6,C1743556045,0.0,0.0,C1382326459,1806836.56,1862328.16,0,0
204,TRANSFER,613943.9,C454917148,669325.57,55381.68,C1234184684,21368.92,635312.82,0,0
177,CASH_OUT,68356.44,C1407412885,0.0,0.0,C536202878,72875.0,0.0,0,0
232,CASH_IN,246074.71,C1909115061,4599269.62,4845344.33,C1593029711,1495341.21,1249266.5,0,0
283,PAYMENT,2073.23,C1616531562,0.0,0.0,M1069198475,0.0,0.0,0,0
301,CASH_OUT,65056.06,C1636428991,220682.0,155625.94,C65060039,1401100.89,1466156.95,0,0
178,CASH_OUT,98187.73,C189479298,38307.0,0.0,C716167666,0.0,98187.73,0,0
228,CASH_IN,7321.0,C298199291,1232196.75,1239517.75,C304118139,317547.16,310226.16,0,0
305,PAYMENT,948.09,C256217866,0.0,0.0,M1849601804,0.0,0.0,0,0
345,TRANSFER,433004.9,C806044491,0.0,0.0,C2106869977,595075.78,1028080.67,0,0
229,CASH_OUT,9349.52,C1854782839,103651.0,94301.48,C768885325,2816783.63,2826133.15,0,0
160,CASH_OUT,134277.6,C1777782478,420416.0,286138.4,C210218671,601109.99,735387.59,0,0
189,PAYMENT,3450.8,C423886174,51340.0,47889.2,M195382118,0.0,0.0,0,0
9,CASH_OUT,247203.91,C1511502793,0.0,0.0,C920011586,334487.68,815835.58,0,0
351,CASH_IN,66009.2,C1698411495,4220766.69,4286775.89,C1615766705,1415508.09,1349498.89,0,0
371,PAYMENT,35372.24,C1126391776,0.0,0.0,M2139773798,0.0,0.0,0,0
380,CASH_OUT,206909.08,C1864573637,0.0,0.0,C223771472,1241826.82,1448735.9,0,0
378,TRANSFER,3589.38,C2018229565,0.0,0.0,C811991797,251905.29,255494.67,0,0
143,PAYMENT,23653.18,C1707163788,0.0,0.0,M381489306,0.0,0.0,0,0
517,PAYMENT,689.97,C1068598860,95406.56,94716.6,M437770294,0.0,0.0,0,0
142,PAYMENT,2164.07,C161822043,4148.0,1983.93,M887058061,0.0,0.0,0,0
130,CASH_IN,192497.49,C488683072,123828.0,316325.49,C243254615,484656.0,58010.64,0,0
405,CASH_IN,264004.86,C675641284,4622854.52,4886859.38,C1888546828,568605.98,304601.13,0,0
131,CASH_OUT,30953.64,C1619051481,92784.0,61830.36,C766119233,58230.59,89184.24,0,0
374,PAYMENT,3756.29,C847454529,11044.0,7287.71,M612842585,0.0,0.0,0,0
206,CASH_IN,216529.78,C2114410474,3439632.84,3656162.61,C1893235400,363067.43,146537.66,0,0
157,PAYMENT,26441.9,C172849748,10830.0,0.0,M60902966,0.0,0.0,0,0
187,PAYMENT,1564.19,C1112446561,0.0,0.0,M1151683232,0.0,0.0,0,0
374,PAYMENT,14676.71,C1988283719,0.0,0.0,M1014803975,0.0,0.0,0,0
305,CASH_IN,303327.48,C727314717,231.0,303558.48,C146680149,0.0,0.0,0,0
265,PAYMENT,2762.59,C922632700,21748.5,18985.91,M381009760,0.0,0.0,0,0
16,CASH_IN,153171.37,C208294853,325658.48,478829.85,C560044727,161958.28,100432.77,0,0
359,PAYMENT,1409.15,C1214670755,10834.0,9424.85,M722563801,0.0,0.0,0,0
159,PAYMENT,1060.54,C1165218046,324588.53,323528.0,M1380751325,0.0,0.0,0,0
186,CASH_OUT,6688.93,C844989965,112228.6,105539.67,C2075422248,855950.54,862639.47,0,0
346,PAYMENT,34124.03,C1684568373,221278.4,187154.37,M1196168863,0.0,0.0,0,0
350,CASH_OUT,127498.27,C2127669236,54617.0,0.0,C1186923793,42682.73,366302.87,0,0
182,TRANSFER,1118727.25,C20442689,21715.0,0.0,C1849204616,167309.58,1286036.83,0,0
372,CASH_IN,60658.23,C830589991,50791.0,111449.23,C275515290,74911.67,14253.44,0,0
178,CASH_OUT,353535.27,C1589556585,20019.0,0.0,C348206384,4616670.66,4970205.93,0,0
203,CASH_OUT,25307.62,C659618704,0.0,0.0,C15310404,133703.53,159011.15,0,0
212,CASH_OUT,63911.4,C509093918,1832.0,0.0,C203037106,3293205.97,3357117.36,0,0
202,CASH_IN,240642.16,C1695687297,1978869.71,2219511.87,C229766127,819310.83,578668.67,0,0
282,CASH_IN,31872.31,C1416349254,6826943.54,6858815.85,C1638721847,569099.43,537227.12,0,0
225,CASH_OUT,33047.78,C1549993040,0.0,0.0,C1073295007,66099.13,99146.91,0,0
137,CASH_OUT,73644.45,C383335566,581136.67,507492.22,C2081153634,597057.76,670702.2,0,0
159,CASH_IN,109502.0,C1362070507,924302.01,1033804.01,C282673740,303945.89,194443.89,0,0
164,CASH_IN,116525.55,C1590180862,3254417.29,3370942.85,C557097388,2751688.77,2635163.22,0,0
15,CASH_IN,132988.29,C921290080,122522.0,255510.29,C1061166911,0.0,0.0,0,0
158,CASH_IN,14760.44,C1741068217,101399.0,116159.44,C1965847730,847866.38,833105.94,0,0
262,PAYMENT,2912.52,C995659210,10486.0,7573.48,M1053358543,0.0,0.0,0,0
13,CASH_IN,163275.42,C364356028,223619.75,386895.16,C119206855,101468.57,0.0,0,0
355,CASH_OUT,9009.4,C1322619648,49701.0,40691.6,C371547224,2011765.85,2020775.26,0,0
164,CASH_OUT,66890.3,C1828302293,65452.0,0.0,C1657161212,1126335.92,1193226.22,0,0
154,PAYMENT,2173.84,C1902626615,106252.0,104078.16,M1529471489,0.0,0.0,0,0
305,CASH_OUT,41492.41,C1921715540,155825.0,114332.59,C2075322777,962034.73,1003527.14,0,0
10,PAYMENT,19426.83,C733140976,100825.0,81398.17,M1821300963,0.0,0.0,0,0
371,PAYMENT,5300.38,C1095873822,10177.0,4876.62,M610103737,0.0,0.0,0,0
594,CASH_OUT,55450.14,C1432080158,4319.0,0.0,C675238195,33511.64,88961.77,0,0
228,PAYMENT,8736.3,C1447807931,51634.72,42898.42,M1501449900,0.0,0.0,0,0
179,CASH_IN,47918.7,C1831467538,11774260.66,11822179.36,C1400338441,164102.75,116184.04,0,0
278,PAYMENT,2555.89,C1990251614,802.8,0.0,M1718800753,0.0,0.0,0,0
301,CASH_IN,259530.04,C1311127822,8154156.83,8413686.86,C2078036013,589632.53,330102.49,0,0
356,CASH_OUT,38910.75,C662817616,0.0,0.0,C533023916,84942.21,123852.97,0,0
428,CASH_OUT,69417.87,C165085939,0.0,0.0,C683228323,2944342.5,3013760.37,0,0
236,CASH_OUT,1418198.25,C1959028014,1418198.25,0.0,C1768881872,1488632.5,2906830.75,1,0
348,TRANSFER,2050436.49,C1057142655,11283.0,0.0,C527037184,0.0,2050436.49,0,0
132,CASH_IN,202221.66,C1364479698,154.0,202375.66,C1450080654,0.0,0.0,0,0
182,CASH_OUT,355513.66,C878967967,51437.0,0.0,C1825201059,194339.09,667984.83,0,0
300,PAYMENT,19543.42,C122735505,0.0,0.0,M1305463434,0.0,0.0,0,0
206,CASH_OUT,99918.71,C393147994,0.0,0.0,C1531167406,6877898.96,6977817.67,0,0
36,PAYMENT,5917.09,C958939210,278289.27,272372.18,M1735075137,0.0,0.0,0,0
212,CASH_IN,52781.55,C1868569794,10866249.77,10919031.33,C1264851251,7129929.12,7077147.57,0,0
330,TRANSFER,545470.4,C78606668,84526.9,0.0,C940947956,4324353.23,4869823.63,0,0
163,PAYMENT,12198.65,C1524793834,0.0,0.0,M1065980947,0.0,0.0,0,0
188,CASH_IN,199165.61,C1237149943,34479087.72,34678253.34,C1783451550,304152.71,104987.1,0,0
300,CASH_IN,408338.86,C1748854456,107534.0,515872.86,C137435466,546964.24,138625.38,0,0
183,PAYMENT,11552.03,C2023917125,0.0,0.0,M2027469719,0.0,0.0,0,0
135,PAYMENT,643.03,C1064515938,24319.0,23675.97,M466831106,0.0,0.0,0,0
135,CASH_OUT,40768.59,C1949451982,9076.0,0.0,C2092944463,2051596.99,2092365.58,0,0
277,CASH_IN,230492.55,C89047699,177.0,230669.55,C1031990934,554831.69,324339.14,0,0
21,PAYMENT,5806.96,C525198276,101024.0,95217.04,M418350598,0.0,0.0,0,0
13,CASH_IN,27967.93,C808266229,278960.0,306927.93,C1620027342,0.0,0.0,0,0
37,CASH_IN,47130.42,C1440618310,22770729.07,22817859.49,C1573835585,91748.16,44617.74,0,0
185,PAYMENT,8575.51,C1122084499,11366.0,2790.49,M142431991,0.0,0.0,0,0
183,CASH_IN,172957.35,C1581950503,4155432.23,4328389.58,C456317468,1056263.63,883306.28,0,0
283,PAYMENT,3305.86,C1407700584,535625.0,532319.14,M1048475542,0.0,0.0,0,0
354,CASH_OUT,37523.71,C1150492520,0.0,0.0,C823446794,70293.87,107817.58,0,0
95,PAYMENT,4115.0,C1457977756,11469.0,7354.0,M191736089,0.0,0.0,0,0
330,CASH_IN,377085.1,C524874250,6128.0,383213.1,C1636644868,0.0,0.0,0,0
259,CASH_IN,131605.73,C890239965,40565.0,172170.73,C961880248,127662.95,0.0,0,0
356,DEBIT,1295.08,C1864604959,0.0,0.0,C1638152295,4197161.03,4198456.11,0,0
136,PAYMENT,14613.61,C518371405,49995.0,35381.39,M1973538012,0.0,0.0,0,0
18,CASH_OUT,354501.03,C1752673153,0.0,0.0,C1854117293,4729485.87,7536046.28,0,0
42,PAYMENT,9971.95,C216532374,11317.0,1345.05,M1246267566,0.0,0.0,0,0
154,CASH_IN,211067.79,C1534257791,15317.0,226384.79,C776097790,0.0,0.0,0,0
40,PAYMENT,1156.65,C417091810,0.0,0.0,M1820614070,0.0,0.0,0,0
372,CASH_IN,1820.01,C2050244064,21407.0,23227.01,C1152529225,223204.46,221384.45,0,0
134,PAYMENT,3612.2,C1637826745,0.0,0.0,M1180217298,0.0,0.0,0,0
574,CASH_IN,117419.33,C929435596,10516.0,127935.33,C459598962,176880.37,59461.03,0,0
402,CASH_OUT,116316.61,C62277127,0.0,0.0,C660325404,572632.21,688948.82,0,0
374,CASH_OUT,251820.51,C1324855639,47806.0,0.0,C1075906603,0.0,251820.51,0,0
346,PAYMENT,4155.47,C544669488,97536.19,93380.72,M655925774,0.0,0.0,0,0
249,PAYMENT,1512.16,C1237876218,502103.0,500590.84,M1696248539,0.0,0.0,0,0
15,PAYMENT,23524.71,C1400137607,311362.32,287837.61,M945209583,0.0,0.0,0,0
402,TRANSFER,648963.87,C737910112,20896.0,0.0,C43835212,0.0,648963.87,0,0
355,CASH_OUT,66281.51,C1824830106,34875.0,0.0,C667065976,11516700.54,11582982.05,0,0
378,PAYMENT,998.02,C739795868,0.0,0.0,M828901214,0.0,0.0,0,0
41,CASH_IN,29306.82,C1028376705,433268.0,462574.82,C1616654053,0.0,0.0,0,0
280,CASH_IN,90744.07,C1630560931,1174.0,91918.07,C1575199521,172568.75,81824.67,0,0
383,PAYMENT,3793.69,C1862003657,21361.0,17567.31,M1492475049,0.0,0.0,0,0
235,CASH_IN,92811.73,C2115389415,7129194.67,7222006.4,C234329507,651776.83,558965.1,0,0
137,PAYMENT,19379.15,C416094122,136.0,0.0,M187300479,0.0,0.0,0,0
351,TRANSFER,249805.64,C970984187,0.0,0.0,C146336589,263484.35,513289.99,0,0
134,CASH_OUT,13262.05,C2003403904,22185.0,8922.95,C382648630,1739735.84,1752997.89,0,0
216,PAYMENT,9178.24,C1010863763,35.0,0.0,M372623332,0.0,0.0,0,0
34,CASH_OUT,163399.83,C1855251003,45255.0,0.0,C53576395,125513.81,552011.59,0,0
404,CASH_OUT,91172.49,C1228028568,388721.08,297548.59,C1921647618,186000.47,277172.96,0,0
217,CASH_IN,1573.04,C583932247,1953605.29,1955178.34,C1355127414,149006.43,147433.39,0,0
9,PAYMENT,2234.16,C1313920043,832354.0,830119.84,M1993110342,0.0,0.0,0,0
330,PAYMENT,25110.15,C1831512527,42269.0,17158.85,M196316619,0.0,0.0,0,0
131,PAYMENT,3539.47,C98533961,226569.59,223030.13,M1904603138,0.0,0.0,0,0
534,PAYMENT,1012.84,C2075050144,806138.0,805125.16,M1122709319,0.0,0.0,0,0
204,CASH_OUT,150548.18,C1993786975,12695.0,0.0,C1854370606,452822.76,603370.95,0,0
331,CASH_OUT,197552.59,C2082513424,0.0,0.0,C868541828,489222.05,686774.65,0,0
308,CASH_OUT,40262.9,C907476989,6664.0,0.0,C325114194,14876.63,55139.53,0,0
302,PAYMENT,11000.89,C1799588629,121984.0,110983.11,M196788349,0.0,0.0,0,0
524,PAYMENT,21921.98,C999279184,32121.0,10199.02,M1927699598,0.0,0.0,0,0
230,CASH_IN,52406.08,C2046953571,5304981.46,5357387.54,C2060119509,1371815.97,1319409.89,0,0
522,PAYMENT,5274.67,C1082615029,126363.97,121089.3,M1641629604,0.0,0.0,0,0
252,CASH_OUT,285968.38,C1959026357,155.0,0.0,C256788335,0.0,285968.38,0,0
322,CASH_IN,334726.79,C953810034,125339.0,460065.79,C1395670954,77771.44,0.0,0,0
306,TRANSFER,1076910.09,C741904236,69481.0,0.0,C1718131652,0.0,1076910.09,0,0
158,CASH_IN,130699.07,C110841651,6546352.61,6677051.68,C1100374953,1442200.62,1311501.55,0,0
527,PAYMENT,4056.23,C838869647,0.0,0.0,M1398984534,0.0,0.0,0,0
40,CASH_IN,384083.5,C1524641371,571668.42,955751.91,C495599676,1525515.23,1141431.73,0,0
399,CASH_OUT,34204.58,C1444319709,41374.0,7169.42,C144230204,0.0,34204.58,0,0
335,PAYMENT,1003.33,C1627770841,101550.0,100546.67,M1860201922,0.0,0.0,0,0
161,CASH_IN,315572.34,C583118590,0.0,315572.34,C643585161,4080029.47,3764457.13,0,0
353,CASH_OUT,313722.21,C1174324557,173183.0,0.0,C70287901,0.0,313722.21,0,0
395,CASH_OUT,371743.07,C1284558378,166627.0,0.0,C1018336712,1810527.85,2182270.92,0,0
348,PAYMENT,53496.75,C1690768643,484447.93,430951.18,M630400274,0.0,0.0,0,0
397,PAYMENT,40897.22,C1899221116,50164.0,9266.78,M1818913521,0.0,0.0,0,0
20,PAYMENT,25123.55,C553496538,186333.97,161210.43,M1059149435,0.0,0.0,0,0
395,CASH_OUT,168354.42,C2138480365,0.0,0.0,C312415873,580787.39,749141.81,0,0
395,CASH_IN,315832.91,C1699981162,8017.0,323849.91,C873383602,0.0,0.0,0,0
20,CASH_OUT,71367.74,C321754169,0.0,0.0,C1057497967,82046.13,153413.87,0,0
303,CASH_OUT,57557.91,C1587169131,10276.0,0.0,C1141125281,4437953.68,4495511.58,0,0
34,CASH_OUT,37701.32,C1357581922,0.0,0.0,C1591612142,58737.36,96438.67,0,0
19,CASH_OUT,72793.68,C1498553602,41088.0,0.0,C1017198092,10473.0,23427.11,0,0
300,TRANSFER,1058839.07,C112555207,38924.71,0.0,C140020032,1285526.06,2320113.9,0,0
256,CASH_OUT,11946.65,C1183372854,908.0,0.0,C1818815787,7093.58,19040.24,0,0
17,CASH_OUT,129301.02,C945283306,0.0,0.0,C70009792,1043439.65,1131777.0,0,0
358,TRANSFER,213720.47,C1663053145,101.0,0.0,C1243408020,795445.63,1009166.1,0,0
188,PAYMENT,2133.4,C19792248,0.0,0.0,M2026332642,0.0,0.0,0,0
133,PAYMENT,21379.66,C1161693671,0.0,0.0,M864876195,0.0,0.0,0,0
